circrna,N1,N2,N3,N4,N5,T1,T2,T3,T4,T5
chrX:50390972-50391165(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:70845207-70845396(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:40654727-40661436(+),0,0,0,4.6480783908,0,0,0,0,0,0
chr5:132560842-132561511(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr6:160467530-160469575(+),1.2856780257,5.0714693005,0,3.9840671921,2.1211715561,0,0,0,0,0
chr8:94721999-94731016(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr1:211322144-211322713(-),0,0,0,0,0,0,0,5.0714693005,0,0
chr6:90432674-90435115(-),0,0,2.0285877202,0,3.1817573342,0,0,0,0,0
chr7:12165061-12165238(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr11:20805226-20869299(+),0,2.0285877202,0,3.3200559934,0,0,0,0,0,0
chr1:118003111-118045592(+),8.9997461796,16.2287017615,10.1429386009,2.6560447947,4.2423431122,0,0,0,0,0
chr11:120335946-120343836(+),0,0,0,0,3.1817573342,0,0,0,0,0
chr17:61681894-61683800(+),0,2.0285877202,0,0,3.1817573342,0,0,0,0,0
chr14:27170536-27170709(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:101352302-101354814(+),0,0,0,0,0,0,0,0,0,8.1143508807
chr10:4872867-4889852(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr19:10945610-10946029(-),0,0,0,0,2.1211715561,0,0,0,0,0
chr5:68590620-68607031(-),2.5713560513,7.1000570206,0,0,0,0,0,0,0,0
chr6:73713631-73751785(+),2.5713560513,3.0428815803,0,0,3.1817573342,0,0,0,0,0
chr4:141679789-141679962(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:32713655-32725176(+),2.5713560513,2.0285877202,0,0,0,0,0,0,0,0
chr7:55979309-55991392(+),1.2856780257,3.0428815803,1.0142938601,0,1.0605857781,0,0,0,0,0
chr6:47501338-47512442(+),0,0,0,2.6560447947,0,0,0,0,0,0
chr20:40080466-40080665(-),0,0,0,5.9761007882,0,0,0,0,0,0
chr17:39987053-39998103(-),0,3.0428815803,0,0,0,0,0,0,0,0
chr7:150630178-150630395(-),0,0,0,0,0,0,0,4.0571754404,0,0
chr4:42618050-42629126(-),3.857034077,2.0285877202,7.1000570206,9.2961567816,0,0,0,0,0,0
chr16:13112939-13113105(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr8:70650275-70674110(-),2.5713560513,0,0,4.6480783908,0,0,0,0,0,0
chr11:62356503-62356693(-),5.1427121026,3.0428815803,1.0142938601,0,0,0,0,0,0,0
chr19:11946959-12026548(-),0,0,0,0,0,0,0,6.0857631605,0,0
chr1:147444903-147446861(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr17:36553220-36554200(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:111281617-111283708(+),2.5713560513,3.0428815803,0,0,0,0,0,0,0,0
chr9:36375931-36376124(-),1.2856780257,0,2.0285877202,0,0,0,0,0,0,0
chr12:330542-352979(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr4:38091553-38104778(+),3.857034077,9.1286447408,4.0571754404,9.9601679803,6.3635146684,0,0,0,0,0
chr7:12878939-12879134(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr18:21943646-21944195(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr2:234502904-234505035(+),0,0,0,0,0,0,0,4.0571754404,0,0
chr6:25466101-25500463(+),0,1.0142938601,3.0428815803,0,0,0,0,0,0,0
chr8:143188829-143242869(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr12:7528206-7528394(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr13:21063509-21086689(-),3.857034077,0,0,4.6480783908,0,0,0,0,0,0
chr21:40587163-40590586(-),3.857034077,1.0142938601,0,6.6401119869,3.1817573342,0,0,0,0,0
chr11:68824103-68824406(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr12:90829326-90829494(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr15:88102482-88103419(+),0,0,0,0,0,0,0,2.0285877202,0,0
chrY:2770387-2771071(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr9:94808281-94812349(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr21:17135210-17177577(+),0,0,0,3.3200559934,0,0,0,0,0,0
chr12:4763458-4794491(+),1.2856780257,0,1.0142938601,0,5.3029288903,0,0,0,0,0
chr17:65665624-65671658(+),0,0,0,1.3280223974,0,0,0,0,0,0
chr14:104091341-104091503(+),0,0,0,0,0,0,0,0,0,2.0285877202
chr8:113649054-113702279(-),0,3.0428815803,0,0,0,0,0,0,0,0
chr1:40422759-40424497(+),3.857034077,1.0142938601,0,5.3120895895,1.0605857781,0,0,0,0,0
chr2:198265439-198268488(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr3:170855980-170912424(-),0,0,0,0,2.1211715561,0,0,0,0,0
chr16:4714710-4723658(+),0,3.0428815803,0,0,0,0,0,0,0,0
chr17:2367502-2376958(-),0,4.0571754404,0,0,0,0,0,0,0,0
chr22:25187627-25187854(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr16:70869579-70884558(-),0,0,0,2.6560447947,0,0,0,0,0,0
chr6:136680958-136687577(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr20:25859879-25860631(-),0,0,0,0,0,3.0428815803,0,0,0,0
chr1:33278784-33278963(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:79186179-79229363(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr8:139383852-139387135(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr10:106937824-106971008(+),0,0,4.0571754404,9.2961567816,0,0,0,0,0,0
chr12:48490126-48495299(-),2.5713560513,2.0285877202,0,0,0,0,0,0,0,0
chr5:171496157-171496389(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr4:123187938-123201136(+),0,0,0,2.6560447947,0,0,0,0,0,0
chr15:65246667-65246821(+),0,0,0,0,0,0,0,0,0,19.2715833417
chr6:44272241-44272531(-),0,4.0571754404,0,0,0,0,0,0,0,0
chr10:30602820-30630569(-),0,3.0428815803,3.0428815803,0,0,0,0,0,0,0
chr1:149028924-149029291(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr18:43698147-43703330(+),1.2856780257,2.0285877202,0,0,0,0,0,0,0,0
chrX:101910327-101910485(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr14:27509897-27510065(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:153121826-153124541(+),0,0,0,0,0,3.0428815803,0,0,0,0
chrX:67266836-67293141(-),0,1.0142938601,4.0571754404,0,2.1211715561,0,0,0,0,0
chr12:109495865-109509515(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr17:58011531-58013902(+),0,0,4.0571754404,0,3.1817573342,0,0,0,0,0
chr8:131848523-131880192(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr3:97123994-97202903(-),0,2.0285877202,0,0,0,0,0,0,0,0
chrX:92927438-92927607(+),0,0,0,0,0,0,0,0,4.0571754404,0
chr16:46401359-46407469(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:132781043-132781404(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr12:54635528-54651476(-),1.2856780257,2.0285877202,1.0142938601,3.9840671921,0,0,0,0,0,0
chr18:44911509-44911665(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr9:100416080-100418367(+),3.857034077,0,1.0142938601,0,0,0,0,0,0,0
chr22:18324588-18324783(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr8:124027633-124037290(-),0,0,0,4.6480783908,0,0,0,0,0,0
chr2:131796426-131801156(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr6:117013218-117047785(+),0,2.0285877202,4.0571754404,0,2.1211715561,0,0,0,0,0
chr6:31238930-31324023(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr5:51291602-51293472(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr11:76207259-76239510(+),0,0,0,1.9920335961,1.0605857781,0,0,0,0,0
chr4:49238800-49238985(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr2:74795229-74795626(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr13:70336861-70337135(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:27706156-27707133(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr7:78119078-78150962(-),0,5.0714693005,3.0428815803,4.6480783908,1.0605857781,0,0,0,0,0
chr13:94005194-94005435(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr14:37736143-37754652(+),0,3.0428815803,1.0142938601,0,0,0,0,0,0,0
chr1:142885462-142885744(-),0,0,0,0,0,0,0,4.0571754404,0,0
chr7:98652413-98659460(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr12:31841941-31854941(-),0,0,0,0,2.1211715561,0,0,0,0,0
chr15:65809238-65809652(-),0,0,0,0,0,0,0,7.1000570206,0,0
chr14:50073489-50076904(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr18:71385800-71388675(-),0,0,0,0,0,0,0,0,0,25.3573465023
chr10:98703870-98711953(+),0,1.0142938601,1.0142938601,4.6480783908,0,0,0,0,0,0
chrX:46480412-46513140(-),0,0,4.0571754404,0,1.0605857781,0,0,0,0,0
chr3:149619859-149639014(+),1.2856780257,0,0,0,2.1211715561,0,0,0,0,0
chr2:9079950-9098771(-),0,6.0857631605,2.0285877202,5.9761007882,5.3029288903,0,0,0,0,0
chr3:128612398-128623348(+),0,0,5.0714693005,0,0,0,0,0,0,0
chr7:58011865-58047798(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr3:51529649-51530182(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr12:118444608-118444807(-),0,0,0,0,0,0,0,0,0,8.1143508807
chr2:86479080-86491164(-),2.5713560513,4.0571754404,1.0142938601,3.9840671921,0,0,0,0,0,0
chr4:47307989-47308496(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr6:130396175-130396464(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr15:91769103-91811835(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr2:15691617-15698758(-),3.857034077,4.0571754404,7.1000570206,1.9920335961,3.1817573342,0,0,0,0,0
chr13:53085902-53086567(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:53279236-53279388(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr17:64049854-64066119(-),1.2856780257,1.0142938601,0,1.3280223974,0,0,0,0,0,0
chr19:24471791-24472469(+),0,0,0,0,0,0,0,0,0,13.1858201812
chr6:7410619-7411684(+),1.2856780257,0,0,3.3200559934,1.0605857781,0,0,0,0,0
chr6:14040794-14041050(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr2:217664272-217696205(+),0,1.0142938601,3.0428815803,1.3280223974,2.1211715561,0,0,0,0,0
chr15:64710740-64737307(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr19:13039156-13039661(-),5.1427121026,10.1429386009,5.0714693005,2.6560447947,11.6664435587,0,0,0,0,0
chr15:23054304-23054470(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:139981478-139994721(-),0,2.0285877202,1.0142938601,5.3120895895,2.1211715561,0,0,0,0,0
chr12:123678933-123707674(-),0,4.0571754404,0,0,0,0,0,0,0,0
chr7:82763566-82785708(-),0,1.0142938601,0,0,2.1211715561,0,0,0,0,0
chr7:11299582-11300038(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:236996970-236997303(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr7:76251057-76251879(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr3:36931320-36949945(-),0,1.0142938601,0,2.6560447947,0,0,0,0,0,0
chr3:58242289-58253072(+),2.5713560513,2.0285877202,1.0142938601,0,0,0,0,0,0,0
chr1:176012322-176105683(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr7:81844498-81844771(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr3:9455507-9455723(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr12:96704830-96728643(-),0,0,1.0142938601,5.3120895895,0,0,0,0,0,0
chr5:74721186-74722303(-),0,2.0285877202,0,0,1.0605857781,0,0,0,0,0
chr5:54639159-54649097(+),0,0,2.0285877202,0,2.1211715561,0,0,0,0,0
chr4:141552982-141649912(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr17:79876929-79877268(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr3:135056922-135057112(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr12:40422103-40486735(-),2.5713560513,2.0285877202,3.0428815803,9.9601679803,3.1817573342,0,0,0,0,0
chr7:126742543-126743546(+),0,0,0,0,0,0,0,0,4.0571754404,0
chr9:12816793-12835701(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr9:36058824-36066867(+),1.2856780257,1.0142938601,3.0428815803,0,0,0,0,0,0,0
chr18:76953183-76974038(+),6.4283901283,5.0714693005,4.0571754404,11.9522015763,4.2423431122,0,0,0,0,0
chr6:51887351-51887673(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr13:42293719-42294482(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr3:141678516-141724386(-),1.2856780257,2.0285877202,0,0,0,0,0,0,0,0
chr21:15650616-15650789(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr21:10841164-10841313(-),0,0,0,0,0,0,0,3.0428815803,0,0
chrM:3323-12985(-),0,0,2.0285877202,0,0,0,1.0142938601,0,0,0
chr11:62406455-62407203(-),0,0,0,5.9761007882,0,0,0,0,0,0
chr7:5402295-5410042(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr17:35902426-35913435(-),0,0,0,2.6560447947,0,0,0,0,0,0
chr1:5595322-5595503(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:60366637-60377983(-),2.5713560513,1.0142938601,0,0,1.0605857781,0,0,0,0,0
chr20:34302107-34313077(+),0,3.0428815803,0,0,0,0,0,0,0,0
chr4:40829149-40832594(-),2.5713560513,3.0428815803,0,0,0,0,0,0,0,0
chr4:175295644-175296838(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr3:35723206-35748574(+),0,0,0,6.6401119869,1.0605857781,0,0,0,0,0
chr4:2877623-2886393(+),0,5.0714693005,3.0428815803,0,2.1211715561,0,0,0,0,0
chr12:90339119-90339480(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr10:31123050-31124821(-),0,0,0,7.9681343842,0,0,0,0,0,0
chr2:242651393-242662686(+),1.2856780257,0,0,0,2.1211715561,0,0,0,0,0
chr13:67046112-67046470(+),0,0,0,0,0,0,0,0,0,6.0857631605
chr8:101299816-101300029(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr14:30183959-30184254(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr6:82922424-82924546(-),0,5.0714693005,2.0285877202,0,0,0,0,0,0,0
chr7:6776707-6777567(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr6:45521777-45522010(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr6:144402176-144402590(-),0,0,0,0,0,0,2.0285877202,0,0,0
chrX:7071940-7072219(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr2:197777606-197786910(-),5.1427121026,0,2.0285877202,0,0,0,0,0,0,0
chr10:42385538-42391108(-),0,0,0,0,0,0,2.0285877202,0,0,0
chrM:4088-5533(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr7:95367655-95367879(+),0,0,0,0,0,0,0,3.0428815803,0,0
chr2:142236523-142238102(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr7:126882749-126883569(-),0,1.0142938601,0,0,2.1211715561,0,0,0,0,0
chr12:22631247-22637822(-),0,1.0142938601,0,8.6321455829,0,0,0,0,0,0
chrX:154528098-154528458(-),1.2856780257,0,0,3.9840671921,2.1211715561,0,0,0,0,0
chr13:106548694-106548888(+),0,0,0,0,0,0,2.0285877202,0,0,0
chrY:13651281-13659358(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr12:106770137-106773917(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr9:37160184-37160481(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr5:76851841-76853293(-),0,0,0,0,0,0,0,0,4.0571754404,0
chr9:112025330-112030713(-),0,4.0571754404,0,0,0,0,0,0,0,0
chr21:10796107-10841833(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr3:17549966-17628049(-),3.857034077,0,3.0428815803,0.6640111987,1.0605857781,0,0,0,0,0
chr6:136990421-137017195(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr6:62388792-62407158(-),0,1.0142938601,0,1.3280223974,1.0605857781,0,0,0,0,0
chr19:18684489-18685961(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr1:31782891-31811895(+),0,3.0428815803,1.0142938601,0,2.1211715561,0,0,0,0,0
chr9:23762004-23765097(-),6.4283901283,8.1143508807,5.0714693005,2.6560447947,4.2423431122,0,0,0,0,0
chr3:16399439-16411786(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr18:56008270-56037699(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr9:136216478-136216796(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr17:8141349-8141947(-),14.1424582822,9.1286447408,10.1429386009,17.2642911658,12.7270293367,0,0,0,0,0
chrX:34978333-34990112(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr4:82427552-82428015(-),0,0,0,0,0,0,0,10.1429386009,0,0
chr11:102486294-102486943(-),0,0,0,0,0,0,0,0,0,2.0285877202
chr7:146790232-146790381(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr3:159482543-159482947(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:169315692-169316207(+),0,0,0,0,0,0,0,5.0714693005,0,0
chr6:155173460-155174264(+),0,0,0,0,0,0,0,0,0,22.314464922
chr12:38417008-38417859(-),0,0,0,0,0,0,0,0,0,4.0571754404
chrX:85964553-85964739(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr5:73136305-73136585(+),1.2856780257,0,4.0571754404,12.616212775,2.1211715561,0,0,0,0,0
chrX:118369224-118369667(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:88093150-88093712(-),2.5713560513,1.0142938601,0,0,0,0,0,0,0,0
chr1:27897636-27898141(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:23885817-23886011(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr3:18323843-18324959(-),0,0,0,0,0,0,0,0,0,2.0285877202
chr3:142073596-142074551(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr6:41598487-41598691(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:149997396-150001593(-),0,1.0142938601,0,1.3280223974,1.0605857781,0,0,0,0,0
chr3:142284963-142286996(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr7:35969297-35969448(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr11:71018960-71019215(-),0,0,0,0,0,0,0,0,0,11.157232461
chr2:61044005-61044318(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr10:49609655-49618211(+),12.8567802565,11.157232461,10.1429386009,14.6082463711,12.7270293367,0,1.0142938601,0,0,0
chr14:77297329-77297629(-),0,0,0,0,0,0,4.0571754404,0,0,0
chr10:43650345-43671480(+),1.2856780257,2.0285877202,3.0428815803,0,0,0,0,0,0,0
chr2:191591021-191591186(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:169143056-169143228(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr6:149846279-149862722(-),0,0,3.0428815803,0,0,0,0,0,0,0
chr3:63180294-63180530(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr14:79926104-79926261(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr9:5801176-5805785(-),0,0,3.0428815803,0,0,0,0,0,0,0
chr4:14073901-14074179(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr7:112100385-112101177(+),0,0,0,0,0,0,0,4.0571754404,0,0
chr7:61967528-61972794(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr17:31149503-31149659(+),0,0,0,0,0,0,0,0,0,3.0428815803
chrX:76909588-76940085(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr11:85733410-85742653(-),8.9997461796,10.1429386009,4.0571754404,7.3041231855,13.7876151148,0,0,0,0,0
chr9:99538282-99614287(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr8:51449767-51459423(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:73033986-73101081(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr18:702051-702359(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr17:31149444-31149718(-),0,0,0,0,0,0,0,0,3.0428815803,0
chr21:21734110-21734267(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr2:90482104-90482269(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr11:20429457-20448411(+),0,0,0,0,3.1817573342,0,0,0,0,0
chr4:42024855-42041070(+),2.5713560513,1.0142938601,1.0142938601,1.9920335961,2.1211715561,0,0,0,0,0
chr2:81261253-81261883(+),0,0,0,0,0,0,0,0,0,17.2429956215
chrM:15568-15726(+),0,0,0,0,0,0,0,0,0,4.0571754404
chr20:15759496-15759698(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr15:48458130-48461036(-),0,0,0,1.9920335961,1.0605857781,0,0,0,0,0
chr15:51024800-51041067(-),0,0,0,2.6560447947,0,0,0,0,0,0
chr9:127013840-127014302(+),0,0,0,0,0,0,0,0,0,10.1429386009
chr2:105706809-105706959(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr7:77236552-77265166(+),1.2856780257,2.0285877202,1.0142938601,0,0,0,0,0,0,0
chr7:99672758-99675056(-),1.2856780257,2.0285877202,0,1.3280223974,3.1817573342,0,0,0,0,0
chr2:120634878-120643458(+),0,0,0,1.9920335961,0,0,0,0,0,0
chrM:5310-14055(-),0,0,2.0285877202,0,0,0,0,0,0,0
chrY:25046761-25047618(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr10:61894029-61932944(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr8:27468065-27469206(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr9:26328485-26329206(-),2.5713560513,0,0,0,0,0,0,0,0,0
chrX:5821118-5821907(-),0,3.0428815803,0,0,0,0,0,0,0,0
chr10:42385511-42385880(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr20:41100906-41101202(-),2.5713560513,2.0285877202,13.1858201812,11.2881903776,2.1211715561,0,0,0,0,0
chr5:65284463-65310553(+),7.7140681539,12.1715263211,8.1143508807,10.624179179,9.5452720026,0,0,0,0,0
chr10:96201653-96253204(+),1.2856780257,0,0,0,2.1211715561,0,0,0,0,0
chr4:101946728-101984474(-),0,0,0,0,2.1211715561,0,0,0,0,0
chr20:3030086-3030361(+),0,0,0,0,0,0,0,3.0428815803,0,0
chr9:28160828-28161020(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr7:139529255-139529996(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr11:50411759-50412104(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr16:69084359-69086102(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr19:49932808-49933114(-),0,0,0,0,2.1211715561,0,0,0,0,0
chr9:130106514-130107756(-),0,1.0142938601,1.0142938601,4.6480783908,0,0,0,0,0,0
chr8:124031435-124042956(-),3.857034077,0,0,0,0,0,0,0,0,0
chr14:34781968-34782217(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr19:33406243-33417890(-),1.2856780257,0,0,1.3280223974,1.0605857781,0,0,0,0,0
chr22:41240843-41244373(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr4:6151634-6151883(+),0,0,0,0,0,0,0,3.0428815803,0,0
chr5:121904175-121904338(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:132827262-132827499(+),0,0,0,0,0,0,0,0,5.0714693005,0
chr22:30803084-30803592(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr3:156957379-156957588(+),0,0,0,2.6560447947,0,0,0,0,0,0
chr4:16599618-16599797(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr18:52937062-52946887(-),1.2856780257,3.0428815803,0,0,5.3029288903,0,0,0,0,0
chrY:18254453-18256196(-),0,0,0,0,0,0,0,0,5.0714693005,0
chr16:25148649-25151146(+),0,0,0,0,0,0,0,0,0,12.1715263211
chr22:30374431-30375041(+),2.5713560513,0,0,17.9283023645,3.1817573342,0,0,0,0,0
chr1:224599129-224619283(-),0,0,0,4.6480783908,0,0,0,0,0,0
chrM:15554-16243(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr2:221170692-221171150(-),0,0,0,0,0,0,0,0,0,4.0571754404
chr2:32613818-32617218(+),0,1.0142938601,0,1.9920335961,2.1211715561,0,0,0,0,0
chr21:35172112-35191627(+),0,0,0,6.6401119869,2.1211715561,0,0,0,0,0
chr4:709219-709875(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr10:51626095-51626314(-),0,0,0,0,0,0,0,6.0857631605,0,0
chr20:53171472-53227062(+),0,0,0,5.3120895895,0,0,0,0,0,0
chrM:5370-8685(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr7:33192313-33231175(+),0,4.0571754404,0,0,2.1211715561,0,0,0,0,0
chr7:79818267-79842185(+),2.5713560513,0,0,1.9920335961,1.0605857781,0,0,0,0,0
chr1:89768873-89769958(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr6:19138535-19138974(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr1:93407396-93408384(-),0,0,0,0,0,0,0,0,5.0714693005,0
chr12:49819177-49819461(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr2:188839123-188839316(+),0,0,0,0,0,0,0,0,3.0428815803,0
chrM:4090-13840(+),0,0,3.0428815803,0,0,0,0,0,0,0
chr2:46232562-46232755(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr5:80083384-80109560(+),0,0,2.0285877202,0,2.1211715561,0,0,0,0,0
chr3:4490950-4494733(-),0,3.0428815803,0,0,0,0,0,0,0,0
chr16:34666902-34667202(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr4:3005958-3024178(+),0,1.0142938601,0,1.3280223974,1.0605857781,0,0,0,0,0
chr21:10131838-10132852(+),0,0,0,0,0,0,0,0,0,3.0428815803
chr13:62517358-62517579(-),0,0,0,0,0,0,2.0285877202,0,0,0
chrM:12072-12496(+),0,0,0,0,0,1.0142938601,0,0,2.0285877202,6.0857631605
chr3:195789453-195803993(-),0,0,0,2.6560447947,0,0,0,0,0,0
chrM:5355-5707(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr22:50555586-50566936(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr4:20706089-20729020(+),0,3.0428815803,0,0,0,0,0,0,0,0
chr16:70044654-70052000(-),0,3.0428815803,4.0571754404,0,1.0605857781,0,0,0,0,0
chr5:32397325-32400308(-),0,0,0,1.9920335961,0,0,0,0,0,0
chr5:9473329-9473775(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr21:33216309-33216474(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:96090228-96106347(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr9:79465379-79465581(-),0,0,0,0,2.1211715561,0,0,0,0,0
chr3:183097085-183107567(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr1:158300276-158300522(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr1:22050391-22063118(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr5:24494169-24505304(-),0,0,0,1.3280223974,0,0,0,0,0,0
